Year,Quarter,Origin City,Origin State,Destination City,Destination State,Passengers,MktFare,MktDistance,MktMilesFlown,Price Per Person (USD),Route,Is_Group,Fare_per_Mile,Log_Price_Per_Person,Route_Count,Route_Mean,Airline Code_AS,Airline Code_B6,Airline Code_DL,Airline Code_F9,Airline Code_UA,Airline Code_WN,Dist_Med,Dist_Long,Dist_XL,Predicted Price Per Person (USD)
2024,3,San Francisco,CA,Honolulu,HI,1,716.13,2398,2398,716.13,San Francisco–Honolulu,0,0.2986363636,6.575257135,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,1,944.1,2398,2398,944.1,San Francisco–Honolulu,0,0.3937030859,6.851290742,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,1,316.13,2398,2398,316.13,San Francisco–Honolulu,0,0.1318306922,5.759311784,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,1,215.27,2398,2398,215.27,San Francisco–Honolulu,0,0.0897706422,5.376527627,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,1,190.72,2398,2398,190.72,San Francisco–Honolulu,0,0.07953294412,5.256035974,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,1,212.98,2398,2398,212.98,San Francisco–Honolulu,0,0.08881567973,5.365882553,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,1,218.79,2398,2398,218.79,San Francisco–Honolulu,0,0.09123853211,5.392672545,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,1,226.54,2398,2398,226.54,San Francisco–Honolulu,0,0.09447039199,5.427326047,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,1,239.12,2398,2398,239.12,San Francisco–Honolulu,0,0.09971643036,5.481138798,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,1,248.8,2398,2398,248.8,San Francisco–Honolulu,0,0.1037531276,5.520660598,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,1,265.26,2398,2398,265.26,San Francisco–Honolulu,0,0.110617181,5.584473275,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,1,286.56,2398,2398,286.56,San Francisco–Honolulu,0,0.119499583,5.661431534,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,1,288.01,2398,2398,288.01,San Francisco–Honolulu,0,0.1201042535,5.66646129,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,2,295.76,2398,2398,147.88,San Francisco–Honolulu,1,0.06166805671,5.003140612,3388,389.4728459,0,0,0,0,1,0,0,1,0,184.0232892
2024,3,San Francisco,CA,Honolulu,HI,1,310.76,2398,2398,310.76,San Francisco–Honolulu,0,0.1295913261,5.742233661,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,1,318.99,2398,2398,318.99,San Francisco–Honolulu,0,0.1330233528,5.768289745,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
